feature,mean_abs_shap
temperature,0.08603345293892593
wind_speed,0.07077628161619813
humidity,0.06391461038527062
temp_humidity_ratio,0.062324319773557596
fire_weather_index,0.041280866678188005
heat_index,0.014108133749936904
rainfall,0.0
wind_risk_score,0.0
historical_fire_frequency,0.0
